id,order_id,product_id,quantity,unit_price,unit_cost
ITEM-02898,ORD-202403-1151,P019,2,6000,2700
ITEM-02899,ORD-202403-1151,P012,1,150,15
ITEM-02900,ORD-202403-1152,P009,1,1100,140
ITEM-02901,ORD-202403-1152,P002,1,1450,710
ITEM-02902,ORD-202403-1152,P018,3,5000,2300
ITEM-02903,ORD-202403-1152,P013,1,200,20
ITEM-02904,ORD-202403-1153,P019,2,6000,2700
ITEM-02905,ORD-202403-1153,P005,3,2200,1040
ITEM-02906,ORD-202403-1153,P008,1,950,120
ITEM-02907,ORD-202404-1154,P014,1,250,25
ITEM-02908,ORD-202404-1154,P009,3,1100,140
ITEM-02909,ORD-202404-1154,P017,3,4000,1900
ITEM-02910,ORD-202404-1154,P016,1,3000,1500
ITEM-02911,ORD-202404-1155,P005,3,2200,1040
ITEM-02912,ORD-202404-1155,P005,3,2200,1040
ITEM-02913,ORD-202404-1156,P015,3,300,30
ITEM-02914,ORD-202404-1156,P007,1,800,100
ITEM-02915,ORD-202404-1157,P004,1,1950,930
ITEM-02916,ORD-202404-1157,P011,2,1400,180
ITEM-02917,ORD-202404-1157,P001,2,1200,600
ITEM-02918,ORD-202404-1158,P004,2,1950,930
ITEM-02919,ORD-202404-1158,P005,3,2200,1040
ITEM-02920,ORD-202404-1159,P005,1,2200,1040
ITEM-02921,ORD-202404-1159,P009,2,1100,140
ITEM-02922,ORD-202404-1160,P004,1,1950,930
ITEM-02923,ORD-202404-1160,P010,2,1250,160
ITEM-02924,ORD-202404-1161,P019,2,6000,2700
ITEM-02925,ORD-202404-1162,P014,3,250,25
ITEM-02926,ORD-202404-1162,P002,2,1450,710
ITEM-02927,ORD-202404-1162,P013,2,200,20
ITEM-02928,ORD-202404-1162,P011,2,1400,180
ITEM-02929,ORD-202404-1163,P007,1,800,100
ITEM-02930,ORD-202404-1164,P005,3,2200,1040
ITEM-02931,ORD-202404-1164,P017,1,4000,1900
ITEM-02932,ORD-202404-1164,P012,2,150,15
ITEM-02933,ORD-202404-1165,P019,2,6000,2700
ITEM-02934,ORD-202404-1165,P019,2,6000,2700
ITEM-02935,ORD-202404-1165,P005,3,2200,1040
ITEM-02936,ORD-202404-1165,P012,3,150,15
ITEM-02937,ORD-202404-1166,P013,3,200,20
ITEM-02938,ORD-202404-1166,P017,2,4000,1900
ITEM-02939,ORD-202404-1166,P016,3,3000,1500
ITEM-02940,ORD-202404-1167,P016,3,3000,1500
ITEM-02941,ORD-202404-1167,P008,2,950,120
ITEM-02942,ORD-202404-1167,P010,3,1250,160
ITEM-02943,ORD-202404-1168,P015,2,300,30
ITEM-02944,ORD-202404-1168,P004,3,1950,930
ITEM-02945,ORD-202404-1168,P009,1,1100,140
ITEM-02946,ORD-202404-1168,P005,2,2200,1040
ITEM-02947,ORD-202404-1169,P003,3,1700,820
ITEM-02948,ORD-202404-1169,P008,2,950,120
ITEM-02949,ORD-202404-1169,P017,1,4000,1900
ITEM-02950,ORD-202404-1170,P013,2,200,20
ITEM-02951,ORD-202404-1170,P005,2,2200,1040
ITEM-02952,ORD-202404-1170,P016,3,3000,1500
ITEM-02953,ORD-202404-1170,P019,2,6000,2700
ITEM-02954,ORD-202404-1171,P010,3,1250,160
ITEM-02955,ORD-202404-1171,P018,2,5000,2300
ITEM-02956,ORD-202404-1171,P002,1,1450,710
ITEM-02957,ORD-202404-1171,P002,1,1450,710
ITEM-02958,ORD-202404-1172,P018,1,5000,2300
ITEM-02959,ORD-202404-1172,P002,2,1450,710
ITEM-02960,ORD-202404-1173,P007,1,800,100
ITEM-02961,ORD-202404-1173,P011,3,1400,180
ITEM-02962,ORD-202404-1174,P001,2,1200,600
ITEM-02963,ORD-202404-1174,P012,3,150,15
ITEM-02964,ORD-202404-1174,P003,2,1700,820
ITEM-02965,ORD-202404-1175,P019,3,6000,2700
ITEM-02966,ORD-202404-1176,P011,2,1400,180
ITEM-02967,ORD-202404-1176,P002,2,1450,710
ITEM-02968,ORD-202404-1176,P002,3,1450,710
ITEM-02969,ORD-202404-1177,P010,3,1250,160
ITEM-02970,ORD-202404-1178,P002,1,1450,710
ITEM-02971,ORD-202404-1179,P006,3,2450,1150
ITEM-02972,ORD-202404-1179,P004,2,1950,930
ITEM-02973,ORD-202404-1179,P012,1,150,15
ITEM-02974,ORD-202404-1179,P010,3,1250,160
ITEM-02975,ORD-202404-1180,P001,2,1200,600
ITEM-02976,ORD-202404-1181,P011,3,1400,180
ITEM-02977,ORD-202404-1181,P016,2,3000,1500
ITEM-02978,ORD-202404-1181,P006,3,2450,1150
ITEM-02979,ORD-202404-1181,P004,3,1950,930
ITEM-02980,ORD-202404-1182,P003,3,1700,820
ITEM-02981,ORD-202404-1182,P012,3,150,15
ITEM-02982,ORD-202404-1183,P019,1,6000,2700
ITEM-02983,ORD-202404-1184,P009,3,1100,140
ITEM-02984,ORD-202404-1184,P018,2,5000,2300
ITEM-02985,ORD-202404-1184,P008,3,950,120
ITEM-02986,ORD-202404-1185,P010,2,1250,160
ITEM-02987,ORD-202404-1186,P015,1,300,30
ITEM-02988,ORD-202404-1186,P004,2,1950,930
ITEM-02989,ORD-202404-1186,P001,1,1200,600
ITEM-02990,ORD-202404-1187,P017,3,4000,1900
ITEM-02991,ORD-202405-1188,P008,2,950,120
ITEM-02992,ORD-202405-1189,P013,3,200,20
ITEM-02993,ORD-202405-1190,P014,2,250,25
ITEM-02994,ORD-202405-1190,P018,2,5000,2300
ITEM-02995,ORD-202405-1190,P013,2,200,20
ITEM-02996,ORD-202405-1190,P008,2,950,120
ITEM-02997,ORD-202405-1191,P010,3,1250,160
ITEM-02998,ORD-202405-1191,P010,1,1250,160
ITEM-02999,ORD-202405-1191,P001,1,1200,600
ITEM-03000,ORD-202405-1192,P007,1,800,100
ITEM-03001,ORD-202405-1193,P004,2,1950,930
ITEM-03002,ORD-202405-1194,P007,1,800,100
ITEM-03003,ORD-202405-1194,P009,3,1100,140
ITEM-03004,ORD-202405-1194,P011,1,1400,180
ITEM-03005,ORD-202405-1195,P003,3,1700,820
ITEM-03006,ORD-202405-1195,P002,3,1450,710
ITEM-03007,ORD-202405-1195,P019,1,6000,2700
ITEM-03008,ORD-202405-1196,P008,2,950,120
ITEM-03009,ORD-202405-1196,P011,1,1400,180
ITEM-03010,ORD-202405-1197,P002,3,1450,710
ITEM-03011,ORD-202405-1197,P019,1,6000,2700
ITEM-03012,ORD-202405-1197,P002,1,1450,710
ITEM-03013,ORD-202405-1198,P011,3,1400,180
ITEM-03014,ORD-202405-1199,P015,3,300,30
ITEM-03015,ORD-202405-1200,P014,1,250,25
ITEM-03016,ORD-202405-1200,P011,2,1400,180
ITEM-03017,ORD-202405-1200,P006,1,2450,1150
ITEM-03018,ORD-202405-1200,P014,3,250,25
ITEM-03019,ORD-202405-1201,P011,3,1400,180
ITEM-03020,ORD-202405-1202,P005,3,2200,1040
ITEM-03021,ORD-202405-1202,P008,1,950,120
ITEM-03022,ORD-202405-1203,P009,1,1100,140
ITEM-03023,ORD-202405-1204,P011,2,1400,180
ITEM-03024,ORD-202405-1204,P011,2,1400,180
ITEM-03025,ORD-202405-1204,P001,2,1200,600
ITEM-03026,ORD-202405-1204,P005,2,2200,1040
ITEM-03027,ORD-202405-1205,P014,3,250,25
ITEM-03028,ORD-202405-1206,P008,1,950,120
ITEM-03029,ORD-202405-1206,P011,1,1400,180
ITEM-03030,ORD-202405-1206,P012,3,150,15
ITEM-03031,ORD-202405-1206,P009,2,1100,140
ITEM-03032,ORD-202405-1207,P003,3,1700,820
ITEM-03033,ORD-202405-1208,P017,2,4000,1900
ITEM-03034,ORD-202405-1208,P013,2,200,20
ITEM-03035,ORD-202405-1208,P017,2,4000,1900
ITEM-03036,ORD-202405-1208,P004,2,1950,930
ITEM-03037,ORD-202405-1209,P009,2,1100,140
ITEM-03038,ORD-202405-1209,P015,3,300,30
ITEM-03039,ORD-202405-1210,P017,3,4000,1900
ITEM-03040,ORD-202405-1211,P006,2,2450,1150
ITEM-03041,ORD-202405-1212,P018,3,5000,2300
ITEM-03042,ORD-202405-1212,P005,2,2200,1040
ITEM-03043,ORD-202405-1212,P009,3,1100,140
ITEM-03044,ORD-202405-1213,P012,2,150,15
ITEM-03045,ORD-202405-1213,P002,1,1450,710
ITEM-03046,ORD-202405-1213,P011,1,1400,180
ITEM-03047,ORD-202405-1214,P018,3,5000,2300
ITEM-03048,ORD-202405-1215,P012,1,150,15
ITEM-03049,ORD-202405-1215,P006,1,2450,1150
ITEM-03050,ORD-202405-1215,P014,3,250,25
ITEM-03051,ORD-202405-1215,P010,2,1250,160
ITEM-03052,ORD-202405-1216,P003,2,1700,820
ITEM-03053,ORD-202405-1216,P016,1,3000,1500
ITEM-03054,ORD-202405-1216,P004,3,1950,930
ITEM-03055,ORD-202405-1216,P013,2,200,20
ITEM-03056,ORD-202405-1217,P017,3,4000,1900
ITEM-03057,ORD-202405-1217,P010,2,1250,160
ITEM-03058,ORD-202405-1217,P003,3,1700,820
ITEM-03059,ORD-202405-1217,P012,1,150,15
ITEM-03060,ORD-202405-1218,P008,3,950,120
ITEM-03061,ORD-202405-1218,P012,2,150,15
ITEM-03062,ORD-202405-1219,P008,2,950,120
ITEM-03063,ORD-202405-1220,P003,1,1700,820
ITEM-03064,ORD-202405-1220,P019,2,6000,2700
ITEM-03065,ORD-202405-1221,P001,3,1200,600
ITEM-03066,ORD-202405-1221,P005,3,2200,1040
ITEM-03067,ORD-202405-1221,P006,2,2450,1150
ITEM-03068,ORD-202405-1222,P004,3,1950,930
ITEM-03069,ORD-202405-1222,P002,2,1450,710
ITEM-03070,ORD-202405-1223,P011,3,1400,180
ITEM-03071,ORD-202405-1224,P007,1,800,100
ITEM-03072,ORD-202405-1224,P011,3,1400,180
ITEM-03073,ORD-202405-1224,P008,1,950,120
ITEM-03074,ORD-202405-1225,P019,1,6000,2700
ITEM-03075,ORD-202405-1226,P003,2,1700,820
ITEM-03076,ORD-202405-1226,P001,1,1200,600
ITEM-03077,ORD-202405-1227,P002,2,1450,710
ITEM-03078,ORD-202405-1227,P018,3,5000,2300
ITEM-03079,ORD-202405-1228,P013,3,200,20
ITEM-03080,ORD-202405-1228,P005,3,2200,1040
ITEM-03081,ORD-202405-1228,P010,3,1250,160
ITEM-03082,ORD-202405-1228,P017,3,4000,1900
ITEM-03083,ORD-202405-1229,P017,3,4000,1900
ITEM-03084,ORD-202405-1229,P001,1,1200,600
ITEM-03085,ORD-202405-1229,P004,3,1950,930
ITEM-03086,ORD-202405-1229,P006,1,2450,1150
ITEM-03087,ORD-202406-1230,P011,1,1400,180
ITEM-03088,ORD-202406-1230,P006,1,2450,1150
ITEM-03089,ORD-202406-1230,P007,2,800,100
ITEM-03090,ORD-202406-1230,P016,1,3000,1500
ITEM-03091,ORD-202406-1231,P019,3,6000,2700
ITEM-03092,ORD-202406-1231,P019,2,6000,2700
ITEM-03093,ORD-202406-1231,P002,2,1450,710
ITEM-03094,ORD-202406-1232,P016,2,3000,1500
ITEM-03095,ORD-202406-1233,P014,2,250,25
ITEM-03096,ORD-202406-1233,P004,1,1950,930
ITEM-03097,ORD-202406-1233,P003,3,1700,820
ITEM-03098,ORD-202406-1233,P001,3,1200,600
ITEM-03099,ORD-202406-1234,P007,1,800,100
ITEM-03100,ORD-202406-1234,P013,3,200,20
ITEM-03101,ORD-202406-1235,P004,2,1950,930
ITEM-03102,ORD-202406-1236,P019,1,6000,2700
ITEM-03103,ORD-202406-1236,P016,3,3000,1500
ITEM-03104,ORD-202406-1236,P007,2,800,100
ITEM-03105,ORD-202406-1237,P008,1,950,120
ITEM-03106,ORD-202406-1237,P014,1,250,25
ITEM-03107,ORD-202406-1237,P012,3,150,15
ITEM-03108,ORD-202406-1238,P002,1,1450,710
ITEM-03109,ORD-202406-1238,P009,1,1100,140
ITEM-03110,ORD-202406-1238,P012,3,150,15
ITEM-03111,ORD-202406-1238,P014,1,250,25
ITEM-03112,ORD-202406-1239,P011,1,1400,180
ITEM-03113,ORD-202406-1239,P018,3,5000,2300
ITEM-03114,ORD-202406-1239,P006,3,2450,1150
ITEM-03115,ORD-202406-1240,P012,3,150,15
ITEM-03116,ORD-202406-1240,P003,1,1700,820
ITEM-03117,ORD-202406-1241,P018,1,5000,2300
ITEM-03118,ORD-202406-1241,P019,2,6000,2700
ITEM-03119,ORD-202406-1241,P019,2,6000,2700
ITEM-03120,ORD-202406-1241,P007,1,800,100
ITEM-03121,ORD-202406-1242,P006,1,2450,1150
ITEM-03122,ORD-202406-1242,P012,2,150,15
ITEM-03123,ORD-202406-1242,P002,2,1450,710
ITEM-03124,ORD-202406-1242,P010,3,1250,160
ITEM-03125,ORD-202406-1243,P004,1,1950,930
ITEM-03126,ORD-202406-1243,P010,1,1250,160
ITEM-03127,ORD-202406-1244,P009,2,1100,140
ITEM-03128,ORD-202406-1244,P016,1,3000,1500
ITEM-03129,ORD-202406-1245,P001,3,1200,600
ITEM-03130,ORD-202406-1245,P013,3,200,20
ITEM-03131,ORD-202406-1246,P010,2,1250,160
ITEM-03132,ORD-202406-1246,P016,2,3000,1500
ITEM-03133,ORD-202406-1247,P015,1,300,30
ITEM-03134,ORD-202406-1247,P010,2,1250,160
ITEM-03135,ORD-202406-1247,P006,3,2450,1150
ITEM-03136,ORD-202406-1247,P015,2,300,30
ITEM-03137,ORD-202406-1248,P018,1,5000,2300
ITEM-03138,ORD-202406-1248,P017,1,4000,1900
ITEM-03139,ORD-202406-1248,P017,1,4000,1900
ITEM-03140,ORD-202406-1248,P014,3,250,25
ITEM-03141,ORD-202406-1249,P014,1,250,25
ITEM-03142,ORD-202406-1249,P015,1,300,30
ITEM-03143,ORD-202406-1250,P009,1,1100,140
ITEM-03144,ORD-202406-1251,P004,3,1950,930
ITEM-03145,ORD-202406-1251,P016,1,3000,1500
ITEM-03146,ORD-202406-1252,P001,1,1200,600
ITEM-03147,ORD-202406-1252,P005,2,2200,1040
ITEM-03148,ORD-202406-1253,P019,1,6000,2700
ITEM-03149,ORD-202406-1253,P017,3,4000,1900
ITEM-03150,ORD-202406-1254,P015,3,300,30
ITEM-03151,ORD-202406-1254,P008,3,950,120
ITEM-03152,ORD-202406-1254,P014,2,250,25
ITEM-03153,ORD-202406-1255,P013,3,200,20
ITEM-03154,ORD-202406-1255,P012,1,150,15
ITEM-03155,ORD-202406-1255,P015,2,300,30
ITEM-03156,ORD-202406-1255,P017,1,4000,1900
ITEM-03157,ORD-202406-1256,P005,3,2200,1040
ITEM-03158,ORD-202406-1256,P017,3,4000,1900
ITEM-03159,ORD-202406-1257,P013,3,200,20
ITEM-03160,ORD-202406-1257,P009,1,1100,140
ITEM-03161,ORD-202406-1258,P012,1,150,15
ITEM-03162,ORD-202406-1259,P014,2,250,25
ITEM-03163,ORD-202406-1260,P015,3,300,30
ITEM-03164,ORD-202406-1260,P018,2,5000,2300
ITEM-03165,ORD-202406-1260,P019,3,6000,2700
ITEM-03166,ORD-202406-1261,P002,3,1450,710
ITEM-03167,ORD-202406-1261,P005,3,2200,1040
ITEM-03168,ORD-202406-1262,P013,2,200,20
ITEM-03169,ORD-202406-1262,P006,2,2450,1150
ITEM-03170,ORD-202406-1263,P009,3,1100,140
ITEM-03171,ORD-202406-1263,P016,1,3000,1500
ITEM-03172,ORD-202406-1263,P001,2,1200,600
ITEM-03173,ORD-202406-1263,P011,2,1400,180
ITEM-03174,ORD-202406-1264,P011,1,1400,180
ITEM-03175,ORD-202406-1264,P003,1,1700,820
ITEM-03176,ORD-202406-1265,P010,2,1250,160
ITEM-03177,ORD-202406-1266,P016,1,3000,1500
ITEM-03178,ORD-202406-1266,P013,3,200,20
ITEM-03179,ORD-202406-1267,P013,1,200,20
ITEM-03180,ORD-202406-1267,P017,3,4000,1900
ITEM-03181,ORD-202406-1268,P018,1,5000,2300
ITEM-03182,ORD-202406-1268,P015,3,300,30
ITEM-03183,ORD-202406-1268,P011,1,1400,180
ITEM-03184,ORD-202406-1268,P006,1,2450,1150
ITEM-03185,ORD-202406-1269,P013,3,200,20
ITEM-03186,ORD-202406-1270,P004,2,1950,930
ITEM-03187,ORD-202406-1271,P018,1,5000,2300
ITEM-03188,ORD-202406-1271,P012,3,150,15
ITEM-03189,ORD-202406-1271,P010,3,1250,160
ITEM-03190,ORD-202406-1271,P010,1,1250,160
ITEM-03191,ORD-202406-1272,P002,1,1450,710
ITEM-03192,ORD-202406-1272,P010,1,1250,160
ITEM-03193,ORD-202406-1272,P018,3,5000,2300
ITEM-03194,ORD-202406-1273,P002,2,1450,710
ITEM-03195,ORD-202406-1273,P019,1,6000,2700
ITEM-03196,ORD-202406-1273,P006,3,2450,1150
ITEM-03197,ORD-202406-1274,P009,3,1100,140
ITEM-03198,ORD-202406-1275,P001,1,1200,600
ITEM-03199,ORD-202406-1275,P005,3,2200,1040
ITEM-03200,ORD-202407-1276,P006,2,2450,1150
ITEM-03201,ORD-202407-1277,P010,2,1250,160
ITEM-03202,ORD-202407-1277,P012,1,150,15
ITEM-03203,ORD-202407-1278,P014,2,250,25
ITEM-03204,ORD-202407-1278,P018,1,5000,2300
ITEM-03205,ORD-202407-1278,P007,3,800,100
ITEM-03206,ORD-202407-1278,P004,1,1950,930
ITEM-03207,ORD-202407-1279,P009,2,1100,140
ITEM-03208,ORD-202407-1280,P006,3,2450,1150
ITEM-03209,ORD-202407-1280,P018,2,5000,2300
ITEM-03210,ORD-202407-1280,P007,1,800,100
ITEM-03211,ORD-202407-1281,P002,2,1450,710
ITEM-03212,ORD-202407-1281,P002,2,1450,710
ITEM-03213,ORD-202407-1281,P007,1,800,100
ITEM-03214,ORD-202407-1281,P018,3,5000,2300
ITEM-03215,ORD-202407-1282,P007,1,800,100
ITEM-03216,ORD-202407-1282,P016,1,3000,1500
ITEM-03217,ORD-202407-1282,P003,2,1700,820
ITEM-03218,ORD-202407-1283,P006,3,2450,1150
ITEM-03219,ORD-202407-1284,P010,3,1250,160
ITEM-03220,ORD-202407-1284,P014,1,250,25
ITEM-03221,ORD-202407-1284,P006,2,2450,1150
ITEM-03222,ORD-202407-1285,P003,3,1700,820
ITEM-03223,ORD-202407-1285,P016,2,3000,1500
ITEM-03224,ORD-202407-1286,P013,2,200,20
ITEM-03225,ORD-202407-1286,P015,2,300,30
ITEM-03226,ORD-202407-1286,P005,3,2200,1040
ITEM-03227,ORD-202407-1287,P003,2,1700,820
ITEM-03228,ORD-202407-1287,P016,3,3000,1500
ITEM-03229,ORD-202407-1287,P007,1,800,100
ITEM-03230,ORD-202407-1288,P013,3,200,20
ITEM-03231,ORD-202407-1289,P012,2,150,15
ITEM-03232,ORD-202407-1289,P017,1,4000,1900
ITEM-03233,ORD-202407-1290,P001,3,1200,600
ITEM-03234,ORD-202407-1290,P008,3,950,120
ITEM-03235,ORD-202407-1290,P008,1,950,120
ITEM-03236,ORD-202407-1290,P010,3,1250,160
ITEM-03237,ORD-202407-1291,P002,1,1450,710
ITEM-03238,ORD-202407-1292,P010,1,1250,160
ITEM-03239,ORD-202407-1293,P002,3,1450,710
ITEM-03240,ORD-202407-1293,P015,3,300,30
ITEM-03241,ORD-202407-1293,P005,1,2200,1040
ITEM-03242,ORD-202407-1293,P004,2,1950,930
ITEM-03243,ORD-202407-1294,P004,2,1950,930
ITEM-03244,ORD-202407-1294,P002,1,1450,710
ITEM-03245,ORD-202407-1294,P008,3,950,120
ITEM-03246,ORD-202407-1295,P010,1,1250,160
ITEM-03247,ORD-202407-1296,P016,3,3000,1500
ITEM-03248,ORD-202407-1296,P013,1,200,20
ITEM-03249,ORD-202407-1296,P011,2,1400,180
ITEM-03250,ORD-202407-1296,P014,2,250,25
ITEM-03251,ORD-202407-1297,P006,2,2450,1150
ITEM-03252,ORD-202407-1297,P011,2,1400,180
ITEM-03253,ORD-202407-1297,P018,2,5000,2300
ITEM-03254,ORD-202407-1297,P012,2,150,15
ITEM-03255,ORD-202407-1298,P014,2,250,25
ITEM-03256,ORD-202407-1298,P018,1,5000,2300
ITEM-03257,ORD-202407-1298,P009,2,1100,140
ITEM-03258,ORD-202407-1299,P007,3,800,100
ITEM-03259,ORD-202407-1299,P005,2,2200,1040
ITEM-03260,ORD-202407-1299,P011,2,1400,180
ITEM-03261,ORD-202407-1300,P018,1,5000,2300
ITEM-03262,ORD-202407-1300,P005,3,2200,1040
ITEM-03263,ORD-202407-1300,P009,2,1100,140
ITEM-03264,ORD-202407-1300,P016,2,3000,1500
ITEM-03265,ORD-202407-1301,P010,2,1250,160
ITEM-03266,ORD-202407-1301,P018,3,5000,2300
ITEM-03267,ORD-202407-1301,P001,3,1200,600
ITEM-03268,ORD-202407-1302,P011,3,1400,180
ITEM-03269,ORD-202407-1303,P001,1,1200,600
ITEM-03270,ORD-202407-1303,P013,3,200,20
ITEM-03271,ORD-202407-1303,P015,3,300,30
ITEM-03272,ORD-202407-1303,P014,2,250,25
ITEM-03273,ORD-202407-1304,P008,1,950,120
ITEM-03274,ORD-202407-1305,P012,2,150,15
ITEM-03275,ORD-202407-1306,P015,3,300,30
ITEM-03276,ORD-202407-1306,P007,2,800,100
ITEM-03277,ORD-202407-1306,P008,2,950,120
ITEM-03278,ORD-202407-1306,P005,1,2200,1040
ITEM-03279,ORD-202407-1307,P008,1,950,120
ITEM-03280,ORD-202407-1307,P002,1,1450,710
ITEM-03281,ORD-202407-1307,P016,3,3000,1500
ITEM-03282,ORD-202407-1307,P012,3,150,15
ITEM-03283,ORD-202407-1308,P006,3,2450,1150
ITEM-03284,ORD-202407-1308,P004,2,1950,930
ITEM-03285,ORD-202407-1308,P001,3,1200,600
ITEM-03286,ORD-202407-1309,P009,3,1100,140
ITEM-03287,ORD-202407-1309,P016,2,3000,1500
ITEM-03288,ORD-202407-1309,P019,1,6000,2700
ITEM-03289,ORD-202407-1310,P004,3,1950,930
ITEM-03290,ORD-202407-1310,P008,2,950,120
ITEM-03291,ORD-202407-1310,P005,2,2200,1040
ITEM-03292,ORD-202407-1311,P018,1,5000,2300
ITEM-03293,ORD-202407-1312,P013,1,200,20
ITEM-03294,ORD-202407-1313,P008,3,950,120
ITEM-03295,ORD-202407-1314,P004,1,1950,930
ITEM-03296,ORD-202407-1314,P004,1,1950,930
ITEM-03297,ORD-202407-1315,P010,1,1250,160
ITEM-03298,ORD-202407-1315,P006,1,2450,1150
ITEM-03299,ORD-202407-1315,P011,1,1400,180
ITEM-03300,ORD-202407-1316,P014,2,250,25
ITEM-03301,ORD-202407-1317,P015,1,300,30
ITEM-03302,ORD-202407-1317,P004,2,1950,930
ITEM-03303,ORD-202407-1317,P006,3,2450,1150
ITEM-03304,ORD-202407-1317,P014,3,250,25
ITEM-03305,ORD-202407-1318,P007,3,800,100
ITEM-03306,ORD-202407-1318,P015,2,300,30
ITEM-03307,ORD-202407-1318,P007,3,800,100
ITEM-03308,ORD-202407-1319,P009,2,1100,140
ITEM-03309,ORD-202407-1319,P008,3,950,120
ITEM-03310,ORD-202407-1319,P009,3,1100,140
ITEM-03311,ORD-202407-1319,P016,3,3000,1500
ITEM-03312,ORD-202408-1320,P015,1,300,30
ITEM-03313,ORD-202408-1320,P002,1,1450,710
ITEM-03314,ORD-202408-1320,P009,1,1100,140
ITEM-03315,ORD-202408-1320,P006,2,2450,1150
ITEM-03316,ORD-202408-1321,P006,2,2450,1150
ITEM-03317,ORD-202408-1321,P008,1,950,120
ITEM-03318,ORD-202408-1321,P009,1,1100,140
ITEM-03319,ORD-202408-1322,P014,1,250,25
ITEM-03320,ORD-202408-1322,P003,2,1700,820
ITEM-03321,ORD-202408-1322,P017,1,4000,1900
ITEM-03322,ORD-202408-1322,P017,2,4000,1900
ITEM-03323,ORD-202408-1323,P009,1,1100,140
ITEM-03324,ORD-202408-1323,P012,2,150,15
ITEM-03325,ORD-202408-1324,P014,1,250,25
ITEM-03326,ORD-202408-1324,P006,1,2450,1150
ITEM-03327,ORD-202408-1324,P007,1,800,100
ITEM-03328,ORD-202408-1324,P015,3,300,30
ITEM-03329,ORD-202408-1325,P015,1,300,30
ITEM-03330,ORD-202408-1325,P011,1,1400,180
ITEM-03331,ORD-202408-1326,P007,1,800,100
ITEM-03332,ORD-202408-1327,P005,2,2200,1040
ITEM-03333,ORD-202408-1327,P014,1,250,25
ITEM-03334,ORD-202408-1327,P005,2,2200,1040
ITEM-03335,ORD-202408-1328,P001,2,1200,600
ITEM-03336,ORD-202408-1328,P004,1,1950,930
ITEM-03337,ORD-202408-1329,P012,1,150,15
ITEM-03338,ORD-202408-1329,P003,2,1700,820
ITEM-03339,ORD-202408-1329,P015,1,300,30
ITEM-03340,ORD-202408-1330,P012,2,150,15
ITEM-03341,ORD-202408-1330,P005,3,2200,1040
ITEM-03342,ORD-202408-1330,P004,3,1950,930
ITEM-03343,ORD-202408-1331,P014,1,250,25
ITEM-03344,ORD-202408-1331,P015,1,300,30
ITEM-03345,ORD-202408-1331,P002,2,1450,710
ITEM-03346,ORD-202408-1332,P011,1,1400,180
ITEM-03347,ORD-202408-1333,P014,1,250,25
ITEM-03348,ORD-202408-1333,P008,3,950,120
ITEM-03349,ORD-202408-1333,P018,2,5000,2300
ITEM-03350,ORD-202408-1334,P007,3,800,100
ITEM-03351,ORD-202408-1334,P003,1,1700,820
ITEM-03352,ORD-202408-1334,P009,2,1100,140
ITEM-03353,ORD-202408-1335,P015,1,300,30
ITEM-03354,ORD-202408-1335,P008,2,950,120
ITEM-03355,ORD-202408-1335,P006,3,2450,1150
ITEM-03356,ORD-202408-1335,P017,2,4000,1900
ITEM-03357,ORD-202408-1336,P010,1,1250,160
ITEM-03358,ORD-202408-1336,P010,2,1250,160
ITEM-03359,ORD-202408-1336,P003,2,1700,820
ITEM-03360,ORD-202408-1337,P017,3,4000,1900
ITEM-03361,ORD-202408-1338,P018,2,5000,2300
ITEM-03362,ORD-202408-1338,P001,3,1200,600
ITEM-03363,ORD-202408-1339,P009,2,1100,140
ITEM-03364,ORD-202408-1340,P004,3,1950,930
ITEM-03365,ORD-202408-1340,P003,1,1700,820
ITEM-03366,ORD-202408-1340,P014,3,250,25
ITEM-03367,ORD-202408-1341,P012,2,150,15
ITEM-03368,ORD-202408-1342,P012,1,150,15
ITEM-03369,ORD-202408-1343,P008,1,950,120
ITEM-03370,ORD-202408-1343,P002,3,1450,710
ITEM-03371,ORD-202408-1343,P016,1,3000,1500
ITEM-03372,ORD-202408-1343,P010,1,1250,160
ITEM-03373,ORD-202408-1344,P018,1,5000,2300
ITEM-03374,ORD-202408-1344,P008,2,950,120
ITEM-03375,ORD-202408-1344,P014,3,250,25
ITEM-03376,ORD-202408-1345,P003,1,1700,820
ITEM-03377,ORD-202408-1345,P016,2,3000,1500
ITEM-03378,ORD-202408-1346,P009,3,1100,140
ITEM-03379,ORD-202408-1347,P015,2,300,30
ITEM-03380,ORD-202408-1347,P011,1,1400,180
ITEM-03381,ORD-202408-1347,P003,1,1700,820
ITEM-03382,ORD-202408-1347,P016,1,3000,1500
ITEM-03383,ORD-202408-1348,P018,3,5000,2300
ITEM-03384,ORD-202408-1348,P007,3,800,100
ITEM-03385,ORD-202408-1349,P012,2,150,15
ITEM-03386,ORD-202408-1349,P013,2,200,20
ITEM-03387,ORD-202408-1349,P006,3,2450,1150
ITEM-03388,ORD-202408-1349,P014,3,250,25
ITEM-03389,ORD-202408-1350,P017,3,4000,1900
ITEM-03390,ORD-202408-1350,P016,1,3000,1500
ITEM-03391,ORD-202408-1350,P014,1,250,25
ITEM-03392,ORD-202408-1351,P015,3,300,30
ITEM-03393,ORD-202408-1352,P004,3,1950,930
ITEM-03394,ORD-202408-1353,P005,3,2200,1040
ITEM-03395,ORD-202408-1353,P011,2,1400,180
ITEM-03396,ORD-202408-1353,P016,2,3000,1500
