id,customer_id,status,region,created_at,total_amount,shipping_cost,discount_amount
ORD-202305-0724,C0289,Cancelled,Europe,2023-05-10,17713.9,71,2557.1
ORD-202305-0725,C0469,Completed,Europe,2023-05-16,572.94,74,1.06
ORD-202305-0726,C0312,Completed,North America,2023-05-02,4440.87,21,630.13
ORD-202306-0727,C0366,Completed,Asia,2023-06-04,19310.14,69,758.86
ORD-202306-0728,C0296,Pending,North America,2023-06-07,2554.41,87,382.59
ORD-202306-0729,C0206,Completed,Asia,2023-06-13,4679.75,44,464.25
ORD-202306-0730,C0285,Pending,Europe,2023-06-16,8887.47,106,218.53
ORD-202306-0731,C0321,Completed,Europe,2023-06-25,7998.35,105,956.65
ORD-202306-0732,C0010,Completed,Asia,2023-06-15,6756.94,100,393.06
ORD-202306-0733,C0389,Pending,Europe,2023-06-14,3835,35,0
ORD-202306-0734,C0037,Completed,Europe,2023-06-01,12092,42,0
ORD-202306-0735,C0157,Completed,Europe,2023-06-16,406.41,19,62.59
ORD-202306-0736,C0274,Completed,Asia,2023-06-01,25975,25,0
ORD-202306-0737,C0025,Completed,Europe,2023-06-11,1799.2,33,183.8
ORD-202306-0738,C0046,Pending,Asia,2023-06-26,866,66,0
ORD-202306-0739,C0261,Completed,Europe,2023-06-28,14149.28,85,835.72
ORD-202306-0740,C0117,Completed,Europe,2023-06-02,10302.58,25,1022.42
ORD-202306-0741,C0433,Completed,Europe,2023-06-02,13120.45,78,107.55
ORD-202306-0742,C0155,Completed,LATAM,2023-06-22,2668.45,104,285.55
ORD-202306-0743,C0019,Completed,LATAM,2023-06-16,13068,68,0
ORD-202306-0744,C0102,Completed,Asia,2023-06-26,11453,103,0
ORD-202306-0745,C0419,Completed,LATAM,2023-06-09,16438,88,0
ORD-202306-0746,C0073,Completed,Europe,2023-06-05,14406,106,0
ORD-202306-0747,C0036,Cancelled,North America,2023-06-01,5364,35,321
ORD-202306-0748,C0175,Completed,LATAM,2023-06-12,22501,51,0
ORD-202306-0749,C0198,Completed,Asia,2023-06-16,8702.52,15,1012.48
ORD-202306-0750,C0228,Completed,North America,2023-06-18,16693.55,26,1882.45
ORD-202306-0751,C0123,Completed,LATAM,2023-06-26,24784,34,0
ORD-202306-0752,C0437,Completed,Europe,2023-06-11,8291,91,0
ORD-202306-0753,C0460,Completed,North America,2023-06-04,11665,15,0
ORD-202306-0754,C0165,Completed,Europe,2023-06-18,5257.4,75,517.6
ORD-202306-0755,C0144,Completed,North America,2023-06-04,19207.57,43,1835.43
ORD-202306-0756,C0358,Completed,Asia,2023-06-06,8229.07,59,79.93
ORD-202306-0757,C0051,Completed,LATAM,2023-06-20,5803,53,0
ORD-202306-0758,C0187,Completed,LATAM,2023-06-23,1095.64,110,114.36
ORD-202306-0759,C0033,Completed,Europe,2023-06-27,4244,44,0
ORD-202306-0760,C0118,Completed,Asia,2023-06-24,12378.23,16,1287.77
ORD-202306-0761,C0497,Completed,Europe,2023-06-20,11852.26,107,404.74
ORD-202306-0762,C0232,Completed,North America,2023-06-01,12110,110,0
ORD-202307-0763,C0018,Completed,Asia,2023-07-28,264,114,0
ORD-202307-0764,C0449,Completed,Europe,2023-07-24,190,40,0
ORD-202307-0765,C0264,Completed,North America,2023-07-22,5428.17,20,291.83
ORD-202307-0766,C0088,Completed,North America,2023-07-01,5935,85,0
ORD-202307-0767,C0356,Completed,North America,2023-07-05,3431.35,62,230.65
ORD-202307-0768,C0079,Completed,LATAM,2023-07-14,18342.58,113,120.42
ORD-202307-0769,C0364,Completed,North America,2023-07-24,14000.63,108,1807.37
ORD-202307-0770,C0029,Completed,Europe,2023-07-01,2614,114,0
ORD-202307-0771,C0015,Completed,LATAM,2023-07-05,9180,30,0
ORD-202307-0772,C0218,Completed,Asia,2023-07-24,4230.59,111,30.41
ORD-202307-0773,C0074,Completed,Asia,2023-07-01,2421,21,0
ORD-202307-0774,C0355,Completed,LATAM,2023-07-11,1074.55,53,178.45
ORD-202307-0775,C0339,Completed,LATAM,2023-07-19,368.4,76,7.6
ORD-202307-0776,C0048,Completed,North America,2023-07-15,16947,97,0
ORD-202307-0777,C0338,Completed,Asia,2023-07-06,12355.72,78,822.28
ORD-202307-0778,C0076,Pending,North America,2023-07-04,7830,30,0
ORD-202307-0779,C0224,Completed,North America,2023-07-26,6795.91,81,785.09
ORD-202307-0780,C0217,Completed,Europe,2023-07-26,13254,54,0
ORD-202307-0781,C0153,Completed,Europe,2023-07-04,12340.71,113,472.29
ORD-202307-0782,C0177,Completed,Europe,2023-07-26,1205.25,92,186.75
ORD-202307-0783,C0040,Completed,North America,2023-07-12,10374.67,101,1176.33
ORD-202307-0784,C0237,Completed,Europe,2023-07-05,4844,44,0
ORD-202307-0785,C0290,Completed,Asia,2023-07-09,808.22,90,81.78
ORD-202307-0786,C0448,Completed,North America,2023-07-12,6035,85,0
ORD-202307-0787,C0338,Completed,Asia,2023-07-10,380.09,111,30.91
ORD-202307-0788,C0291,Completed,LATAM,2023-07-17,4210.74,108,247.26
ORD-202307-0789,C0063,Completed,LATAM,2023-07-12,1312.32,68,205.68
ORD-202307-0790,C0372,Completed,North America,2023-07-26,19228,78,0
ORD-202307-0791,C0431,Completed,LATAM,2023-07-14,8021,21,0
ORD-202307-0792,C0021,Pending,Europe,2023-07-05,7123,23,0
ORD-202307-0793,C0082,Completed,Asia,2023-07-03,12073,73,0
ORD-202308-0794,C0054,Completed,Asia,2023-08-08,3465.39,80,364.61
ORD-202308-0795,C0032,Cancelled,North America,2023-08-19,3483.12,42,558.88
ORD-202308-0796,C0040,Completed,North America,2023-08-16,3527.7,25,247.3
ORD-202308-0797,C0102,Completed,Asia,2023-08-01,542,92,0
ORD-202308-0798,C0446,Completed,Asia,2023-08-23,7973.93,88,1064.07
ORD-202308-0799,C0017,Completed,Europe,2023-08-15,9175.18,80,1604.82
ORD-202308-0800,C0380,Completed,North America,2023-08-15,3101,101,0
ORD-202308-0801,C0276,Completed,North America,2023-08-08,1352.72,82,179.28
ORD-202308-0802,C0375,Completed,LATAM,2023-08-18,11727,27,0
ORD-202308-0803,C0449,Completed,Europe,2023-08-17,5590,90,0
ORD-202308-0804,C0023,Completed,LATAM,2023-08-17,3077.71,57,379.29
ORD-202308-0805,C0254,Pending,Asia,2023-08-28,10266,66,0
ORD-202308-0806,C0155,Pending,LATAM,2023-08-18,358.41,100,41.59
ORD-202308-0807,C0054,Completed,Asia,2023-08-18,815,15,0
ORD-202308-0808,C0195,Completed,LATAM,2023-08-18,14308,108,0
ORD-202308-0809,C0434,Completed,Asia,2023-08-15,287.31,68,30.69
ORD-202308-0810,C0315,Completed,LATAM,2023-08-08,5542,42,0
ORD-202308-0811,C0379,Cancelled,LATAM,2023-08-18,6691,91,0
ORD-202308-0812,C0295,Completed,LATAM,2023-08-16,2575.23,65,389.77
ORD-202308-0813,C0490,Cancelled,Asia,2023-08-02,10532.27,34,1501.73
ORD-202308-0814,C0454,Completed,Asia,2023-08-18,12378.98,46,167.02
ORD-202308-0815,C0020,Completed,North America,2023-08-20,5112,112,0
ORD-202308-0816,C0250,Completed,Asia,2023-08-10,5970.83,57,686.17
ORD-202308-0817,C0498,Cancelled,Asia,2023-08-21,18246.81,66,69.19
ORD-202308-0818,C0147,Completed,LATAM,2023-08-10,14546.96,102,955.04
ORD-202308-0819,C0011,Pending,LATAM,2023-08-10,18587.77,110,572.23
ORD-202308-0820,C0064,Completed,North America,2023-08-15,14053,53,0
ORD-202308-0821,C0184,Completed,North America,2023-08-24,13531.06,57,1325.94
ORD-202308-0822,C0305,Completed,Europe,2023-08-11,20678.31,26,2347.69
ORD-202308-0823,C0061,Completed,Europe,2023-08-17,6702,102,0
ORD-202308-0824,C0366,Completed,Asia,2023-08-01,2902.26,75,72.74
ORD-202308-0825,C0485,Completed,Europe,2023-08-16,4582.34,97,214.66
ORD-202308-0826,C0240,Completed,North America,2023-08-15,4766.1,63,196.9
ORD-202308-0827,C0353,Completed,Europe,2023-08-27,470.11,81,60.89
ORD-202308-0828,C0481,Completed,Europe,2023-08-12,7627.12,19,591.88
ORD-202308-0829,C0241,Completed,Europe,2023-08-01,10883.67,75,1541.33
ORD-202308-0830,C0040,Completed,North America,2023-08-21,5104,104,0
ORD-202308-0831,C0158,Cancelled,Asia,2023-08-04,10099,49,0
ORD-202308-0832,C0249,Completed,Europe,2023-08-14,3597.32,47,199.68
ORD-202309-0833,C0149,Pending,Europe,2023-09-26,11660,60,0
ORD-202309-0834,C0073,Completed,Europe,2023-09-01,17089.99,17,1777.01
ORD-202309-0835,C0134,Completed,Asia,2023-09-17,6279.55,24,894.45
ORD-202309-0836,C0322,Completed,Asia,2023-09-02,14391,91,0
ORD-202309-0837,C0277,Completed,Europe,2023-09-02,11791.14,106,964.86
ORD-202309-0838,C0475,Pending,LATAM,2023-09-27,6535,85,0
ORD-202309-0839,C0118,Cancelled,Asia,2023-09-07,5304,54,0
ORD-202309-0840,C0451,Completed,LATAM,2023-09-21,10928.57,16,587.43
ORD-202309-0841,C0486,Completed,Asia,2023-09-13,5658.13,68,559.87
ORD-202309-0842,C0403,Completed,LATAM,2023-09-11,7452.32,95,1042.68
ORD-202309-0843,C0208,Completed,North America,2023-09-21,14833.87,96,2062.13
ORD-202309-0844,C0375,Completed,LATAM,2023-09-25,13862,62,0
ORD-202309-0845,C0123,Completed,LATAM,2023-09-05,2919,69,0
ORD-202309-0846,C0111,Completed,LATAM,2023-09-12,17483,83,0
ORD-202309-0847,C0012,Completed,North America,2023-09-24,5948,48,0
ORD-202309-0848,C0341,Completed,Europe,2023-09-05,12108,108,0
ORD-202309-0849,C0203,Completed,LATAM,2023-09-18,11641.86,40,1848.14
ORD-202309-0850,C0137,Completed,Europe,2023-09-12,6901,51,0
ORD-202309-0851,C0378,Completed,Asia,2023-09-19,12513.7,22,1508.3
ORD-202309-0852,C0301,Completed,Europe,2023-09-11,2534,34,0
ORD-202309-0853,C0237,Pending,Europe,2023-09-15,5568.21,35,966.79
ORD-202309-0854,C0064,Completed,North America,2023-09-05,2933.01,26,342.99
ORD-202309-0855,C0347,Completed,LATAM,2023-09-22,1373.69,111,87.31
ORD-202309-0856,C0339,Completed,LATAM,2023-09-20,14289,39,0
ORD-202309-0857,C0201,Completed,Europe,2023-09-11,8237.46,100,1112.54
ORD-202309-0858,C0215,Completed,LATAM,2023-09-14,3414.33,64,449.67
ORD-202309-0859,C0080,Completed,North America,2023-09-25,4429.15,73,643.85
ORD-202309-0860,C0198,Completed,Asia,2023-09-13,27817,17,0
ORD-202309-0861,C0398,Completed,Asia,2023-09-03,10190,40,0
ORD-202309-0862,C0371,Pending,LATAM,2023-09-23,335.83,37,1.17
ORD-202309-0863,C0367,Completed,LATAM,2023-09-07,1932.46,39,6.54
ORD-202309-0864,C0134,Completed,Asia,2023-09-08,9959.91,113,1203.09
ORD-202309-0865,C0323,Pending,LATAM,2023-09-09,7928.31,103,1224.69
ORD-202309-0866,C0021,Completed,Europe,2023-09-14,25299,99,0
ORD-202309-0867,C0108,Completed,North America,2023-09-06,9494.22,73,578.78
ORD-202309-0868,C0353,Completed,Europe,2023-09-10,4981,81,0
ORD-202309-0869,C0317,Completed,Europe,2023-09-09,11200,50,0
ORD-202309-0870,C0156,Completed,North America,2023-09-26,5734.03,23,38.97
ORD-202309-0871,C0224,Completed,North America,2023-09-05,5058.06,50,291.94
ORD-202309-0872,C0063,Completed,LATAM,2023-09-25,834,84,0
ORD-202309-0873,C0350,Completed,Asia,2023-09-19,2380,80,0
ORD-202309-0874,C0441,Completed,Europe,2023-09-04,13582.47,46,1363.53
ORD-202310-0875,C0326,Completed,Asia,2023-10-06,2567,67,0
ORD-202310-0876,C0472,Completed,North America,2023-10-28,5876.27,31,154.73
ORD-202310-0877,C0140,Completed,North America,2023-10-17,8082,32,0
ORD-202310-0878,C0032,Completed,North America,2023-10-20,4135.41,70,284.59
ORD-202310-0879,C0093,Completed,Europe,2023-10-23,8272.96,23,600.04
ORD-202310-0880,C0261,Completed,Europe,2023-10-03,7436,86,0
ORD-202310-0881,C0070,Pending,Asia,2023-10-13,4624.95,24,699.05
ORD-202310-0882,C0360,Completed,North America,2023-10-06,5372,22,0
ORD-202310-0883,C0031,Completed,LATAM,2023-10-14,3377,77,0
ORD-202310-0884,C0187,Completed,LATAM,2023-10-15,246.63,111,14.37
ORD-202310-0885,C0446,Completed,Asia,2023-10-10,14423,73,0
ORD-202310-0886,C0105,Completed,Europe,2023-10-13,11041,41,0
ORD-202310-0887,C0196,Cancelled,North America,2023-10-09,4107.84,81,323.16
ORD-202310-0888,C0157,Completed,Europe,2023-10-02,7816,16,0
ORD-202310-0889,C0022,Completed,Asia,2023-10-24,22719,69,0
ORD-202310-0890,C0015,Completed,LATAM,2023-10-25,6071.79,70,198.21
ORD-202310-0891,C0010,Completed,Asia,2023-10-06,530,30,0
ORD-202310-0892,C0198,Completed,Asia,2023-10-19,2455.16,17,161.84
ORD-202310-0893,C0240,Completed,North America,2023-10-14,10845.3,24,228.7
ORD-202310-0894,C0264,Pending,North America,2023-10-19,405.08,64,58.92
ORD-202310-0895,C0282,Completed,Asia,2023-10-03,35087.35,22,4934.65
ORD-202310-0896,C0042,Completed,Asia,2023-10-26,26216.37,30,663.63
ORD-202310-0897,C0189,Cancelled,Europe,2023-10-22,23733,33,0
ORD-202310-0898,C0319,Completed,LATAM,2023-10-17,3368.37,76,157.63
ORD-202310-0899,C0488,Completed,North America,2023-10-11,3027,77,0
ORD-202310-0900,C0378,Completed,Asia,2023-10-09,8748,48,0
ORD-202310-0901,C0372,Completed,North America,2023-10-24,18455,55,0
ORD-202310-0902,C0275,Completed,LATAM,2023-10-21,9633,33,0
ORD-202310-0903,C0362,Completed,Asia,2023-10-26,15428.89,62,383.11
ORD-202310-0904,C0201,Completed,Europe,2023-10-20,9825,25,0
ORD-202310-0905,C0422,Pending,Asia,2023-10-21,10287.78,41,1753.22
ORD-202310-0906,C0470,Completed,Asia,2023-10-08,14847.06,62,2064.94
ORD-202310-0907,C0441,Completed,Europe,2023-10-15,17624.66,21,846.34
ORD-202310-0908,C0210,Completed,Asia,2023-10-14,884.28,75,90.72
ORD-202310-0909,C0319,Completed,LATAM,2023-10-21,15836.19,45,1058.81
ORD-202310-0910,C0313,Cancelled,Europe,2023-10-10,8435.73,64,128.27
ORD-202310-0911,C0028,Completed,North America,2023-10-20,15931,31,0
ORD-202310-0912,C0321,Completed,Europe,2023-10-17,7372.99,113,1240.01
ORD-202310-0913,C0088,Completed,North America,2023-10-26,3207,57,0
ORD-202310-0914,C0350,Completed,Asia,2023-10-04,1512,112,0
ORD-202310-0915,C0047,Completed,LATAM,2023-10-28,9729,29,0
ORD-202310-0916,C0139,Completed,LATAM,2023-10-17,10485,85,0
ORD-202310-0917,C0233,Completed,Europe,2023-10-19,3393.56,61,417.44
ORD-202310-0918,C0436,Completed,North America,2023-10-01,1291.88,101,109.12
ORD-202310-0919,C0490,Completed,Asia,2023-10-18,9340,40,0
ORD-202310-0920,C0429,Completed,Europe,2023-10-27,9545,95,0
ORD-202310-0921,C0235,Completed,LATAM,2023-10-15,3158.66,69,210.34
ORD-202310-0922,C0158,Completed,Asia,2023-10-08,792,78,86
ORD-202310-0923,C0210,Cancelled,Asia,2023-10-15,2118.16,19,300.84
ORD-202310-0924,C0276,Completed,North America,2023-10-09,9400.85,97,196.15
ORD-202310-0925,C0399,Completed,LATAM,2023-10-19,4395.89,66,70.11
ORD-202310-0926,C0192,Completed,North America,2023-10-14,19294.03,63,1168.97
ORD-202310-0927,C0419,Completed,LATAM,2023-10-23,9221.93,29,657.07
ORD-202310-0928,C0009,Completed,Europe,2023-10-05,6137.65,71,983.35
ORD-202310-0929,C0037,Completed,Europe,2023-10-27,4756.26,23,416.74
ORD-202310-0930,C0411,Completed,LATAM,2023-10-25,11020.22,98,1177.78
ORD-202310-0931,C0014,Completed,Asia,2023-10-18,13609.54,21,1611.46
ORD-202310-0932,C0372,Completed,North America,2023-10-17,10423.7,105,1031.3
ORD-202310-0933,C0040,Completed,North America,2023-10-13,14941.32,76,2334.68
ORD-202310-0934,C0182,Completed,Asia,2023-10-15,5680.11,87,256.89
ORD-202310-0935,C0120,Completed,North America,2023-10-17,23188.95,33,194.05
ORD-202311-0936,C0194,Completed,Asia,2023-11-19,17614.15,30,115.85
ORD-202311-0937,C0017,Completed,Europe,2023-11-22,1956.56,21,164.44
ORD-202311-0938,C0470,Completed,Asia,2023-11-04,9241,41,0
ORD-202311-0939,C0191,Completed,LATAM,2023-11-01,15853.56,45,891.44
ORD-202311-0940,C0208,Completed,North America,2023-11-03,803.28,64,60.72
ORD-202311-0941,C0027,Completed,LATAM,2023-11-04,20518.4,16,1847.6
ORD-202311-0942,C0448,Completed,North America,2023-11-16,11290.33,114,823.67
ORD-202311-0943,C0073,Completed,Europe,2023-11-17,9915,15,0
ORD-202311-0944,C0094,Pending,Asia,2023-11-22,5668,18,0
ORD-202311-0945,C0408,Completed,North America,2023-11-03,264.68,21,6.32
ORD-202311-0946,C0341,Completed,Europe,2023-11-25,4339.8,90,350.2
ORD-202311-0947,C0143,Pending,LATAM,2023-11-09,2739.14,59,419.86
ORD-202311-0948,C0295,Completed,LATAM,2023-11-27,11245,95,0
ORD-202311-0949,C0201,Completed,Europe,2023-11-12,4397.34,20,422.66
ORD-202311-0950,C0259,Completed,LATAM,2023-11-09,18405,105,0
ORD-202311-0951,C0032,Completed,North America,2023-11-17,9637.07,38,1500.93
ORD-202311-0952,C0214,Completed,Asia,2023-11-18,10230.42,90,809.58
ORD-202311-0953,C0239,Completed,LATAM,2023-11-10,7649.88,106,206.12
ORD-202311-0954,C0397,Completed,Europe,2023-11-04,6712,112,0
ORD-202311-0955,C0072,Completed,North America,2023-11-03,12970.77,98,477.23
ORD-202311-0956,C0324,Cancelled,North America,2023-11-09,19134,34,0
ORD-202311-0957,C0348,Completed,North America,2023-11-05,7174.18,68,243.82
ORD-202311-0958,C0369,Pending,Europe,2023-11-25,2546.26,66,219.74
ORD-202311-0959,C0466,Completed,Asia,2023-11-13,2827.32,97,269.68
ORD-202311-0960,C0128,Completed,North America,2023-11-19,4279.54,26,746.46
ORD-202311-0961,C0399,Completed,LATAM,2023-11-04,5090.07,56,815.93
ORD-202311-0962,C0106,Completed,Asia,2023-11-17,18921.7,112,1190.3
ORD-202311-0963,C0242,Completed,Asia,2023-11-06,897,97,0
ORD-202311-0964,C0444,Completed,North America,2023-11-23,10265.73,57,1791.27
ORD-202311-0965,C0429,Completed,Europe,2023-11-02,3981,81,0
ORD-202311-0966,C0345,Completed,Europe,2023-11-06,12465,65,0
ORD-202311-0967,C0350,Completed,Asia,2023-11-09,9211.98,93,531.02
ORD-202311-0968,C0118,Completed,Asia,2023-11-20,22447,47,0
ORD-202311-0969,C0250,Pending,Asia,2023-11-05,18106,56,0
ORD-202311-0970,C0006,Completed,Asia,2023-11-22,5762.45,20,657.55
ORD-202311-0971,C0090,Completed,Asia,2023-11-22,2241,41,0
ORD-202311-0972,C0245,Completed,Europe,2023-11-16,1767,72,5
ORD-202311-0973,C0099,Completed,LATAM,2023-11-20,7523.71,24,150.29
ORD-202311-0974,C0179,Completed,LATAM,2023-11-03,3301.49,17,65.51
ORD-202311-0975,C0035,Completed,LATAM,2023-11-02,3543.61,51,407.39
ORD-202311-0976,C0187,Completed,LATAM,2023-11-27,8023,23,0
ORD-202311-0977,C0200,Pending,North America,2023-11-08,295,95,0
ORD-202311-0978,C0074,Completed,Asia,2023-11-14,312.75,16,3.25
ORD-202311-0979,C0384,Completed,North America,2023-11-02,7166.94,37,870.06
ORD-202311-0980,C0309,Completed,Europe,2023-11-09,891.1,114,122.9
ORD-202312-0981,C0225,Completed,Europe,2023-12-07,4322.67,46,423.33
ORD-202312-0982,C0396,Completed,North America,2023-12-03,2105.51,43,337.49
ORD-202312-0983,C0250,Cancelled,Asia,2023-12-26,15394.06,50,2655.94
ORD-202312-0984,C0156,Pending,North America,2023-12-09,1762.28,70,7.72
ORD-202312-0985,C0123,Completed,LATAM,2023-12-02,25693,93,0
ORD-202312-0986,C0234,Pending,Asia,2023-12-15,8413.83,27,1063.17
ORD-202312-0987,C0465,Completed,Europe,2023-12-28,26080.46,102,321.54
ORD-202312-0988,C0397,Completed,Europe,2023-12-08,384.82,92,7.18
ORD-202312-0989,C0468,Completed,North America,2023-12-07,1436.14,17,30.86
ORD-202312-0990,C0157,Completed,Europe,2023-12-11,1233,33,0
ORD-202312-0991,C0244,Completed,North America,2023-12-01,6518,18,0
ORD-202312-0992,C0302,Pending,Asia,2023-12-01,6843,93,0
ORD-202312-0993,C0329,Completed,Europe,2023-12-08,17648.62,111,1412.38
ORD-202312-0994,C0240,Completed,North America,2023-12-21,5951,101,0
ORD-202312-0995,C0307,Completed,LATAM,2023-12-01,9969.51,34,764.49
ORD-202312-0996,C0004,Pending,North America,2023-12-01,5006,56,0
ORD-202312-0997,C0158,Completed,Asia,2023-12-26,20695.61,36,1640.39
ORD-202312-0998,C0104,Completed,North America,2023-12-06,3257,107,0
ORD-202312-0999,C0111,Completed,LATAM,2023-12-14,23403,103,0
ORD-202312-1000,C0042,Completed,Asia,2023-12-02,15387.6,42,2004.4
ORD-202312-1001,C0053,Completed,Europe,2023-12-23,7105,55,0
ORD-202312-1002,C0155,Completed,LATAM,2023-12-22,1456.28,62,5.72
ORD-202312-1003,C0221,Completed,Europe,2023-12-22,2974.75,109,134.25
ORD-202312-1004,C0444,Completed,North America,2023-12-02,11091,91,0
ORD-202312-1005,C0118,Completed,Asia,2023-12-17,2870.75,91,120.25
ORD-202312-1006,C0403,Completed,LATAM,2023-12-13,5127.2,68,40.8
ORD-202312-1007,C0106,Completed,Asia,2023-12-09,27491.27,83,491.73
ORD-202312-1008,C0079,Completed,LATAM,2023-12-26,17449.78,51,2001.22
ORD-202312-1009,C0097,Completed,Europe,2023-12-11,6522.04,36,863.96
ORD-202312-1010,C0023,Completed,LATAM,2023-12-13,9772,22,0
ORD-202312-1011,C0289,Completed,Europe,2023-12-08,13933,33,0
ORD-202312-1012,C0152,Completed,North America,2023-12-16,11948,48,0
ORD-202312-1013,C0001,Completed,Europe,2023-12-09,388,88,0
ORD-202312-1014,C0245,Pending,Europe,2023-12-24,3760.11,54,43.89
ORD-202312-1015,C0497,Completed,Europe,2023-12-11,17423,23,0
ORD-202312-1016,C0023,Completed,LATAM,2023-12-27,10994,94,0
ORD-202312-1017,C0314,Completed,Asia,2023-12-18,7947.36,42,1094.64
ORD-202312-1018,C0190,Pending,Asia,2023-12-25,23665,65,0
ORD-202312-1019,C0446,Completed,Asia,2023-12-09,11225.41,37,361.59
ORD-202312-1020,C0071,Completed,LATAM,2023-12-22,2850,50,0
ORD-202312-1021,C0380,Completed,North America,2023-12-18,11427.06,39,611.94
ORD-202312-1022,C0038,Completed,Asia,2023-12-25,671,71,0
ORD-202312-1023,C0274,Pending,Asia,2023-12-25,777.25,76,48.75
ORD-202312-1024,C0277,Completed,Europe,2023-12-01,1140.96,68,177.04
ORD-202312-1025,C0367,Completed,LATAM,2023-12-22,4423,23,0
ORD-202312-1026,C0242,Completed,Asia,2023-12-08,8842.12,83,1440.88
ORD-202312-1027,C0352,Completed,North America,2023-12-13,6700.47,65,964.53
ORD-202312-1028,C0275,Completed,LATAM,2023-12-10,2000,100,0
ORD-202312-1029,C0166,Completed,Asia,2023-12-11,13442,92,0
ORD-202312-1030,C0435,Completed,LATAM,2023-12-19,8375.6,32,1206.4
ORD-202312-1031,C0314,Completed,Asia,2023-12-16,6701,101,0
ORD-202312-1032,C0280,Completed,North America,2023-12-21,3319,19,0
ORD-202312-1033,C0178,Completed,Asia,2023-12-04,25386.86,96,859.14
ORD-202312-1034,C0135,Completed,LATAM,2023-12-04,7866.87,74,1307.13
ORD-202312-1035,C0355,Completed,LATAM,2023-12-05,29052,52,0
ORD-202312-1036,C0118,Completed,Asia,2023-12-14,4472.46,32,659.54
ORD-202312-1037,C0439,Completed,LATAM,2023-12-22,10892.27,73,480.73
ORD-202312-1038,C0440,Completed,North America,2023-12-19,445.38,105,59.62
ORD-202312-1039,C0221,Completed,Europe,2023-12-11,13520.38,95,1824.62
ORD-202312-1040,C0172,Completed,North America,2023-12-04,9022.7,28,5.3
ORD-202312-1041,C0488,Pending,North America,2023-12-05,3037,37,0
ORD-202312-1042,C0059,Completed,LATAM,2023-12-20,6420.63,26,355.37
ORD-202312-1043,C0151,Completed,LATAM,2023-12-13,13367.14,78,1710.86
ORD-202312-1044,C0270,Completed,Asia,2023-12-15,23791.44,110,1418.56
ORD-202312-1045,C0393,Completed,Europe,2023-12-20,21409,59,0
ORD-202401-1046,C0242,Completed,Asia,2024-01-14,2884,72,488
ORD-202401-1047,C0211,Completed,LATAM,2024-01-27,2777.93,23,345.07
ORD-202401-1048,C0104,Cancelled,North America,2024-01-13,15563.83,81,1617.17
ORD-202401-1049,C0389,Completed,Europe,2024-01-14,14939,39,0
ORD-202401-1050,C0338,Completed,Asia,2024-01-05,12790.59,75,684.41
ORD-202401-1051,C0191,Completed,LATAM,2024-01-08,8786.86,73,1186.14
ORD-202401-1052,C0328,Completed,North America,2024-01-03,7339.48,95,505.52
ORD-202401-1053,C0092,Completed,North America,2024-01-26,24589.67,17,3827.33
ORD-202401-1054,C0134,Completed,Asia,2024-01-06,22532,82,0
ORD-202401-1055,C0010,Completed,Asia,2024-01-11,16779.87,80,700.13
ORD-202401-1056,C0026,Completed,Asia,2024-01-05,8129,79,0
ORD-202401-1057,C0378,Completed,Asia,2024-01-06,5943,93,0
ORD-202401-1058,C0189,Completed,Europe,2024-01-16,4207,107,0
ORD-202401-1059,C0435,Completed,LATAM,2024-01-23,17858,99,791
ORD-202401-1060,C0356,Completed,North America,2024-01-04,12588.53,28,1639.47
ORD-202401-1061,C0361,Completed,Europe,2024-01-15,20364.43,44,2929.57
ORD-202401-1062,C0305,Completed,Europe,2024-01-12,2744.21,100,55.79
ORD-202401-1063,C0343,Completed,LATAM,2024-01-12,7644,94,0
ORD-202401-1064,C0365,Cancelled,Europe,2024-01-16,11715.87,47,1631.13
ORD-202401-1065,C0198,Completed,Asia,2024-01-13,19623.25,31,7.75
ORD-202401-1066,C0488,Completed,North America,2024-01-27,5440.07,15,674.93
ORD-202401-1067,C0185,Completed,Europe,2024-01-16,3948.15,58,509.85
ORD-202401-1068,C0162,Completed,Asia,2024-01-10,12496,96,0
ORD-202401-1069,C0461,Completed,Europe,2024-01-24,4387.19,75,87.81
ORD-202401-1070,C0038,Completed,Asia,2024-01-13,21032.06,44,2111.94
ORD-202401-1071,C0209,Completed,Europe,2024-01-04,14229.67,84,104.33
ORD-202401-1072,C0496,Completed,North America,2024-01-25,22257.03,66,758.97
ORD-202401-1073,C0223,Completed,LATAM,2024-01-15,5741,91,0
ORD-202401-1074,C0382,Completed,Asia,2024-01-27,822,22,0
ORD-202401-1075,C0228,Pending,North America,2024-01-27,10162,112,0
ORD-202401-1076,C0479,Completed,LATAM,2024-01-10,14177.72,69,41.28
ORD-202401-1077,C0443,Completed,LATAM,2024-01-27,1882.86,90,207.14
ORD-202401-1078,C0282,Completed,Asia,2024-01-15,6559.62,19,459.38
ORD-202401-1079,C0276,Cancelled,North America,2024-01-26,6793,93,0
ORD-202401-1080,C0257,Completed,Europe,2024-01-03,3000.86,101,100.14
ORD-202401-1081,C0470,Completed,Asia,2024-01-07,11712,112,0
ORD-202402-1082,C0108,Pending,North America,2024-02-10,8868.06,69,1400.94
ORD-202402-1083,C0422,Completed,Asia,2024-02-01,1349.64,106,6.36
ORD-202402-1084,C0489,Completed,Europe,2024-02-23,3478,78,0
ORD-202402-1085,C0010,Completed,Asia,2024-02-17,5950.42,103,902.58
